CODIGO,ENTIDAD,NOMBRE FANTASIA,DIRECCION,COMUNA,HORARIO REFERENCIAL,ESTE,NORTE,LONGITUD,LATITUD
233,WALMART,LIDER EXPRESS TOBALABA,LAS CAMELIAS 2875,PROVIDENCIA,Lun-Dom 08:30-22:30,351440,6300684,-70.5978918739228,-33.4229235911053
234,WALMART,LIDER EXPRESS LA DEHESA,AV. EL RODEO 12850,LO BARNECHEA,Lun-Dom 08:30-22:30,358495,6308551,-70.5207927126735,-33.352951786773
236,WALMART,LIDER EXPRESS IRARRÁZAVAL,AV. IRARRAZAVAL 2401,ÑUÑOA,Lun-Dom 08:30-22:30,350723,6297204,-70.6061770801876,-33.4542041239829
237,WALMART,LIDER EXPRESS LOS DOMINICOS,AV. LA PLAZA 590,LAS CONDES,Lun-Dom 08:30-22:30,360639,6304481,-70.498955,-33.390209
238,WALMART,LIDER EXPRESS PIEDRA ROJA,AV. CHICUREO S/N° SECTOR LAGUNA PIEDRA ROJA,COLINA,Lun-Dom 08:30-22:30,348316,6316784,-70.62877,-33.277328
239,WALMART,LIDER EXPRESS COLINA,CALLE LOS ALAMOS S/N LOTEO ESTANCIA DE LINRAY,COLINA,Lun-Dom 08:30-22:30,342929,6323318,-70.685467,-33.217646
240,WALMART,LIDER EXPRESS PEDRO FONTOVA,AV. EL GUANACO ESQ. PEDRO FONTOVA,HUECHURABA,Lun-Dom 08:30-22:30,344551,6308379,-70.670637,-33.352611
241,WALMART,LIDER EXPRESS PROVIDENCIA SANTA ISABEL,AV. SANTA ISABEL 0168,PROVIDENCIA,Lun-Dom 08:30-22:30,348590,6297992,-70.628988552848,-33.4468024118991
242,WALMART,LIDER EXPRESS GRECIA,AV. GRECIA 245,ÑUÑOA,Lun-Dom 08:30-22:30,348778,6297035,-70.6271214907962,-33.4554512837419
243,WALMART,LIDER EXPRESS CONSISTORIAL,AV. CONSISTORIAL 3349,PEÑALOLEN,Lun-Dom 08:30-22:30,356069,6293544,-70.5492605909738,-33.4879386719393
245,WALMART,LIDER EXPRESS ROJAS MAGALLANES,SANCHEZ FONTECILLA 8968,LA FLORIDA,Lun-Dom 08:30-22:30,355437,6294688,-70.556435,-33.477818
246,WALMART,LIDER EXPRESS GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 4004,SAN MIGUEL,Lun-Dom 08:30-22:30,346620,6293153,-70.6510015909072,-33.4901472285148
247,WALMART,LIDER EXPRESS CIUDAD DEL ESTE,AV. DIEGO PORTALES 6303,PUENTE ALTO,Lun-Dom 08:30-22:30,355784,6285746,-70.554146,-33.558495
248,WALMART,LIDER EXPRESS 10 DE JULIO,AV. DIEZ DE JULIO HUAMACHUCO 1625,SANTIAGO,Lun-Dom 08:30-22:30,345975,6297108,-70.657264268817,-33.4543969124095
249,WALMART,LIDER EXPRESS SANTA ROSA,AV. SANTA ROSA 115,SANTIAGO,Lun-Dom 08:30-22:30,347039,6298118,-70.6456432832749,-33.4454406991941
250,WALMART,LIDER HIPER LOS DOMINICOS,CAMINO EL ALBA 11865,LAS CONDES,"Lun-Sáb 08:00-22:00
Dom 09:00-22:00",359064,6303246,-70.5162602451958,-33.4010309606469
251,WALMART,LIDER EXPRESS MERCED,MERCED 560,SANTIAGO,Lun-Dom 08:30-22:30,347081,6298942,-70.6450494877621,-33.4380244776321
252,WALMART,LIDER EXPRESS SAN MARTIN DOWN TOWN,SAN MARTIN 35,SANTIAGO,Lun-Dom 08:30-22:30,345983,6298346,-70.657524,-33.443520
253,WALMART,LIDER EXPRESS VESPUCIO EL ROSAL,AV. EL ROSAL 6361,MAIPU,Lun-Dom 08:30-22:30,336732,6294156,-70.757206,-33.479641
255,WALMART,LIDER HIPER OESTE,AV. AMERICO VESPUCIO 2500,CERRILLOS,Lun-Dom y Fest. 08:30-22:00,341234,6290001,-70.7095140378624,-33.5177767962498
256,WALMART,LIDER HIPER SANTA ROSA,AV. SANTA ROSA 9233,SAN RAMON,Lun-Dom y Fest. 08:30-22:00,348308,6287035,-70.6338725867448,-33.5455463417283
257,WALMART,LIDER HIPER QUILICURA,AV. BERNARDO O'HIGGINS 314,QUILICURA,"Lun-Sáb 08:00-22:00
Dom y Fest 09:00-22:00",339244,6307865,-70.7283,-33.356711
258,WALMART,LIDER EXPRESS TOMAS MORO,TOMAS MORO 1590,LAS CONDES,Lun-Dom 08:30-22:30,355585,6300708,-70.553886,-33.423569
259,WALMART,LIDER HIPER RECOLETA,AV. RECOLETA 3501,RECOLETA,"Lun-Sáb 08:00-22:00
Dom y Fest 09:00-22:00",347251,6303850,-70.6423967463143,-33.3937924098514
260,WALMART,LIDER HIPER PRINCIPE DE GALES,PRINCIPE DE GALES 9140,LA REINA,"Lun-Sáb 08:00-22:00
Dom y Fest 09:00-22:00",357272,6298698,-70.5354914891933,-33.4416245402331
261,WALMART,LIDER HIPER GRAN AVENIDA,GRAN AVENIDA JOSE MIGUEL CARRERA 6150,SAN MIGUEL,Lun-Dom 08:30-22:00,346086,6290686,-70.6571739852926,-33.5123136495111
262,WALMART,LIDER HIPER LA PINTANA,AV. SANTA ROSA 13100,LA PINTANA,Lun-Dom y Fest. 08:30-22:00,348962,6282498,-70.628174,-33.586834
263,WALMART,LIDER HIPER MELIPILLA,AV. VICUÑA MACKENNA 153,MELIPILLA,Lun-Dom y Fest. 08:00-22:00,295735,6271053,-71.2034869855747,-33.6808237217269
264,WALMART,LIDER HIPER GENERAL VELASQUEZ,AV. PADRE ALBERTO HURTADO 060,ESTACION CENTRAL,"Lun-Sáb 08:00-22:00
Dom y Fest 09:00-22:00",342768,6297190,-70.69173,-33.4530783333333
265,WALMART,LIDER HIPER SAN PABLO,NEPTUNO 720,LO PRADO,"Lun-Sáb 08:30-22:00
Dom 09:00-22:00",339867,6298062,-70.7227898618076,-33.4448987331016
266,WALMART,LIDER HIPER LA REINA,JORGE ALESSANDRI 1131,LA REINA,"Lun-Sáb 08:00-22:00
Dom y Fest. 08:30-22:00
",356222,6296363,-70.5471596002507,-33.4625346040014
267,WALMART,LIDER HIPER VESPUCIO,AV. AMERICO VESPUCIO SUR 881,ÑUÑOA,"Lun-Sáb 08:00-22:00
Dom y Fest. 08:30-22:00
",353769,6296340,-70.57430507,-33.46258442
268,WALMART,LIDER HIPER SANTA AMALIA,SANTA AMALIA 1763,LA FLORIDA,Lun-Dom y Fest. 08:00-22:00,354236,6287333,-70.57056,-33.543967
269,WALMART,LIDER HIPER SAN JOAQUIN,AV. VICUÑA MACKENNA 3361,SAN JOAQUIN,"Lun-Sáb 08:00-22:00
Dom y Fest 09:00-22:00",349434,6293977,-70.6205823884334,-33.4831148286493
270,WALMART,LIDER HIPER SAN BERNARDO,AV. SAN JOSE 69,SAN BERNARDO,"Lun-Sáb 08:00-22:00
Dom y Fest. 08:30-22:00
",342599,6281110,-70.6963917185752,-33.5981376684502
272,WALMART,LIDER HIPER NOS,AV. PDTE. JORGE ALESSANDRI 20040,SAN BERNARDO,Lun-Dom y Fest. 09:00-22:00,341092,6277598,-70.7132534136322,-33.6295800949417
273,WALMART,LIDER EXPRESS BUIN-SAN MARTIN,AV. SAN MARTIN 555,BUIN,Lun-Dom 08:30-22:30,339216,6265916,-70.735576486,-33.734499365
274,WALMART,LIDER EXPRESS MAIPU-ISABEL RIQUELME,ISABEL RIQUELME SUR 1446,MAIPU,Lun-Dom 08:30-22:30,338448,6293544,-70.7388550829891,-33.485306511221
275,WALMART,LIDER EXPRESS PORTUGAL,AV. PORTUGAL 634 LOCAL 1,SANTIAGO,Lun-Dom 08:30-22:30,348067,6297608,-70.6346717431647,-33.4500732628827
276,WALMART,LIDER EXPRESS LAGUNA DEL SOL,SAN IGNACIO 1624,PADRE HURTADO,Lun-Dom 08:30-22:30,346244,6295589,-70.6546238759851,-33.4680186104286
277,WALMART,LIDER EXPRESS SALVADOR-ÑUÑOA,AV. SALVADOR 1822,ÑUÑOA,Lun-Dom 08:30-22:30,349285,6297662,-70.6215545684589,-33.4497634121856
279,WALMART,BODEGA ACUENTA CARMEN MAIPU,AV. SUR 411,MAIPU,Lun-Dom 09:00-21:30,336411,6289589,-70.7620630093553,-33.5210544505879
280,WALMART,ACUENTA CUIDAD SATELITE,CAMINO A MELIPILLA 18500,MAIPU,Lun-Dom 09:00-21:30,333464,6285918,-70.79446925,-33.55369251
281,WALMART,ACUENTA PEÑAFLOR,VEITIUNO DE MAYO 475,PEÑAFLOR,Lun-Dom 09:00-21:30,323889,6279694,-70.898796,-33.608257
282,WALMART,ACUENTA EL MONTE,LOS LIBERTADORES 453,EL MONTE,Lun-Dom 09:00-21:30,316284,6271439,-70.9824197080847,-33.6813888357299
283,WALMART,ACUENTA TRAVESIA,AV. LA TRAVESIA 7127,PUDAHUEL,Lun-Dom 09:00-21:30,338502,6296586,-70.7383005350336,-33.4582852089311
284,WALMART,ACUENTA QUINTA NORMAL,MAPOCHO 5041,QUINTA NORMAL,Lun-Dom 09:00-21:30,341579,6299959,-70.7046108333333,-33.4283406666667
285,WALMART,ACUENTA CARRASCAL,AV. CARRASCAL 6003,QUINTA NORMAL,Lun-Dom 09:00-21:30,340892,6301333,-70.7117466666667,-33.415845
288,WALMART,BODEGA ACUENTA RENCA JAIME GUZMAN,AV. CAUPOLICAN 1520,RENCA,Lun-Dom 09:00-21:30,341740,6302854,-70.70236322,-33.40226617
289,WALMART,ACUENTA CONCHALI SANTA INES,AV. SANTA INES 2189,CONCHALI,Lun-Dom 09:00-21:30,344062,6303481,-70.6773008333334,-33.3969508333333
291,WALMART,ACUENTA VIVACETA,AV. FERMIN VIVACETA 827,SANTIAGO,Lun-Dom 09:00-21:30,345452,6300591,-70.6622793342328,-33.4228078756101
292,WALMART,ACUENTA RECOLETA NORTE,AV. RECOLETA 5252,RECOLETA,Lun-Dom 09:00-21:30,347607,6305542,-70.6388490700764,-33.3788795688539
293,WALMART,ACUENTA LAMPA,AV. BAQUEDANO 862,LAMPA,Lun-Dom 09:00-21:30,325068,6315773,-70.8790592698801,-33.2832073418454
294,WALMART,ACUENTA EYZAGUIRRE ORIENTE,AV. EYZAGUIRRE 1951,PUENTE ALTO,Lun-Dom 09:00-21:30,351838,6279420,-70.597701,-33.614985
299,WALMART,ACUENTA LOS MORROS,AV. PADRE HURTADO 13310,SAN BERNARDO,Lun-Dom 09:00-21:30,344441,6282856,-70.676805,-33.58295
300,WALMART,ACUENTA GABRIELA,AV. GABRIELA 3960,PUENTE ALTO,Lun-Dom 09:00-21:30,351013,6283032,-70.6059885,-33.58230976
301,WALMART,ACUENTA EL BOSQUE,AV. LO MARTINEZ 919 EX 645,EL BOSQUE,Lun-Dom 09:00-21:30,345441,6283987,-70.665832,-33.572894
302,WALMART,ACUENTA ORIENTALES,AV. TOBALABA 10831,PEÑALOLEN,Lun-Dom 09:00-21:30,355707,6295598,-70.55338847,-33.46965175
304,WALMART,ACUENTA LO OVALLE,AV. LO OVALLE 2356,LO ESPEJO,Lun-Dom 09:00-21:30,344153,6291084,-70.67790256742315,-33.508441724194
307,WALMART,ACUENTA BUIN,ERRAZURIZ 230,BUIN,Lun-Dom 09:00-21:30,338855,6266229,-70.7399912266777,-33.7320234573693
308,WALMART,ACUENTA SAN BERNARDO EUCALIPTUS,EUCALIPTUS 81,SAN BERNARDO,Lun-Dom 09:00-21:30,342023,6279905,-70.70280734095891,-33.608921172408756
309,WALMART,ACUENTA PAINE,AV. DIECIOCHO DE SEPTIEMBRE 311,PAINE,Lun-Dom 09:00-21:30,339211,6257754,-70.7371097441192,-33.8080739085468
311,WALMART,ACUENTA ISLA DE MAIPO,MANUEL RODRIGUEZ 684,ISLA DE MAIPO,Lun-Dom 09:00-21:30,323965,6263767,-70.900562,-33.751563
312,WALMART,LIDER EXPRESS RECOLETA & EINSTEIN,AV. RECOLETA 2302,RECOLETA,Lun-Dom 08:30-22:30,347241,6302559,-70.6432800734353,-33.4057145086571
313,WALMART,LIDER EXPRESS VICUÑA MACKENNA & TRINIDAD,AV. VICUÑA MACKENNA 9840,LA FLORIDA,Lun-Dom 08:30-22:30,352617,6286976,-70.5880525296785,-33.5469704357368
314,WALMART,LIDER EXPRESS ELIODORO YAÑEZ,ELIODORO YANEZ 1371,PROVIDENCIA,Lun-Dom 08:30-22:30,349700,6299518,-70.61679506830598,-33.433201925186005
315,WALMART,LIDER EXPRESS INDEPENDENCIA I,AV. INDEPENDENCIA 650,INDEPENDENCIA,Lun-Dom 08:30-22:30,346146,6300552,-70.6553948790727,-33.4236550783208
316,WALMART,LIDER EXPRESS BELLAVISTA,BELLAVISTA 257,RECOLETA,Lun-Dom 08:30-22:30,347290,6299520,-70.6432746161456,-33.4331281310355
317,WALMART,LIDER EXPRESS 1 TRANSVERSAL,PRIMERA TRANSVERSAL 800,PADRE HURTADO,Lun-Dom 08:30-22:30,333063,6284629,-70.7990280572964,-33.56524566557
318,WALMART,LIDER EXPRESS IRARRAZABAL,AV. IRARRAZAVAL 710,ÑUÑOA,Lun-Dom 08:30-22:30,349218,6297326,-70.6229075760195,-33.4531840201005
320,WALMART,LIDER HIPER LO MARCOLETA,LO MARCOLETA 361,QUILICURA,"Lun-Sáb 08:00-22:00
Dom y Fest 09:00-22:00",337679,6307444,-70.7451918570984,-33.3602705550185
322,WALMART,LIDER EXPRESS PROVIDENCIA,AV. PROVIDENCIA 1634,PROVIDENCIA,Lun-Dom 08:30-22:30,349792,6300250,-70.6162437194574,-33.4268931604457
323,WALMART,LIDER EXPRESS COLOMBIA,COLOMBIA 7111,LA FLORIDA,Lun-Dom 08:30-22:30,352340,6289762,-70.59057512,-33.52181361
324,WALMART,LIDER EXPRESS JOSÉ LUIS COO,JOSE LUIS COO 0158,PUENTE ALTO,Lun-Dom 08:30-22:30,354022,6280111,-70.5740513766842,-33.6090550343912
325,WALMART,LIDER EXPRESS PEDRO DE VALDIVIA,AV. PEDRO DE VALDIVIA 5359,ÑUÑOA,Lun-Dom 08:30-22:30,350776,6295159,-70.60650772056502,-33.47293505223398
326,WALMART,LIDER EXPRESS TOBALABA,AV. TOBALABA 1175,PROVIDENCIA,Lun-Dom 08:30-22:30,351984,6300467,-70.5926381794417,-33.4252452506208
328,WALMART,LIDER EXPRESS VITACURA,AV. VITACURA 5322,VITACURA,Lun-Dom 08:30-22:30,352961,6303690,-70.58160926358401,-33.396318446648735
329,WALMART,LIDER EXPRESS RAMÓN CRUZ,RAMON CRUZ 3219,MACUL,Lun-Dom 08:30-22:30,352777,6293879,-70.58519412,-33.48475166
330,WALMART,LIDER EXPRESS PRIMO DE RIVERA,PRIMO DE RIVERA 1447,MAIPU,Lun-Dom 08:30-22:30,338492,6292828,-70.73908744077137,-33.49216947406965
332,WALMART,LIDER EXPRESS ALC. JORGE MONCKEBERG,AV. ALC. JORGE MONCKEBERG 1911,ÑUÑOA,Lun-Dom 08:30-22:30,352546,6295259,-70.5874533333333,-33.4722833333333
333,WALMART,LIDER EXPRESS LO BARNECHEA,LO BARNECHEA 1000,LO BARNECHEA,Lun-Dom 08:30-22:30,359947,6307838,-70.5058678434859,-33.3598522823472
334,WALMART,LIDER EXPRESS LO OVALLE,AV. LO OVALLE 1395,SAN MIGUEL,Lun-Dom 08:30-22:30,345422,6290679,-70.664886,-33.512567
336,WALMART,LIDER EXPRESS AV. CENTRAL,AV. CENTRAL 5960,PEDRO AGUIRRE CERDA,Lun-Dom 08:30-22:30,343263,6292267,-70.68783868983391,-33.49793356466401
342,WALMART,LIDER EXPRESS GRAJALES,GRAJALES 2146,SANTIAGO,Lun-Dom 08:30-22:30,345246,6297742,-70.6655583333333,-33.4488666666667
